1_Lr,1_Wd,1_batchSize,1_decoder,1_featType,1_hiddenDim,1_numLayers,1_numOfHeads,2_valLossNeg,2_valMRRRandom,2_valRocAucRandom,3_testMRR2hop,3_testMRRRandom,3_testRocAuc2hop,3_testRocAucRandom
0.0001,0.001,8192,dot,3,128,4,2,-0.442862331867218,0.9672183034906854,0.8743561912233792,0.8472747159019065,0.9784032572136662,0.6259426761107789,0.8807085966545156
0.0005,0.001,8192,dot,3,64,2,2,-0.4005350172519684,0.9743248142106217,0.8953321306548172,0.8779606685873281,0.9885820499203399,0.6286614255656415,0.8973763758822402
0.0005,0.001,8192,dot,3,128,2,2,-0.40995949506759644,0.974225865209472,0.8886071503108182,0.8741806387982702,0.9891750752345548,0.6231258145088467,0.8930537690329401
0.0005,0.001,8192,dot,3,64,3,2,-0.39613571763038635,0.9756773958901619,0.8940697432510949,0.8772559696749819,0.989422906709152,0.6312043629441768,0.8974541721973314
0.0005,0.001,8192,dot,3,128,3,2,-0.3949093818664551,0.9753453289712831,0.8942318515350989,0.8820224915817055,0.9923437776597629,0.6342767002332298,0.8999565929994725
0.0005,0.001,8192,dot,3,64,4,2,-0.4046674370765686,0.9757311534968209,0.8905715926327731,0.8962121595286756,0.9917684545937334,0.6427242122011063,0.9002521939652749
0.0005,0.001,8192,dot,3,128,4,2,-0.4085536301136017,0.9731821454283657,0.8854117061924345,0.8852148677427488,0.9910515135422199,0.6367689631193821,0.8996250055914573
0.001,0.001,8192,dot,3,64,2,2,-0.40431585907936096,0.9731868330620366,0.8976790769924773,0.8674259666691956,0.9882457072048151,0.6340799940099225,0.8979479899106992
0.001,0.001,8192,dot,3,128,2,2,-0.40470653772354126,0.9719221676668485,0.8927050653036753,0.8715122356253531,0.9891131173659055,0.6256062118673006,0.9008390686045274
0.001,0.001,8192,dot,3,64,3,2,-0.39669322967529297,0.9791666666666666,0.8959829969491634,0.8764949645857771,0.991343600637281,0.6368815014924166,0.8997557723958044
0.001,0.001,8192,dot,3,128,3,2,-0.4037894606590271,0.9795186194368755,0.8901982729435038,0.882257921756063,0.9911488759072403,0.6351144830219648,0.8963215566522742
0.001,0.001,8192,dot,3,64,4,2,-0.412544310092926,0.9771161863331521,0.8893693616133515,0.8848110495747247,0.9914144096300231,0.6491074561033954,0.9005318524264755
0.001,0.001,8192,dot,3,128,4,2,-0.3979884684085846,0.9764801738185768,0.8931142459282615,0.8932712490200542,0.9922995220392989,0.6372469591700891,0.9024375341466597
0.0001,0.0001,8192,dot,1,64,2,4,-0.4444234371185303,0.957457091237579,0.8735593246135553,0.8023289184999222,0.9718234677342483,0.5907753609923522,0.8777784083297455
0.0001,0.0001,8192,dot,1,128,2,4,-0.43517422676086426,0.9674312761696705,0.8786084056197034,0.8443110320964808,0.9814568950256682,0.6034242235536312,0.8863348636229216
0.0001,0.0001,8192,dot,1,64,3,4,-0.4122422817680571,0.968759471419046,0.8961200790381114,0.8421505376962094,0.9785493007611967,0.6108683489232432,0.8972124595440963
0.0001,0.0001,8192,dot,1,128,3,4,-0.3955511152744293,0.9721919302071974,0.9046559870488353,0.8567883774336243,0.9849707912904939,0.6254304616505383,0.9064427395686223
0.0001,0.0001,8192,dot,1,64,4,4,-0.437783420085907,0.9724936663047413,0.8984615355466938,0.8680632343404515,0.986918038590901,0.6374364292629013,0.9173266581127644
0.0001,0.0001,8192,dot,1,128,4,4,-0.40265971587763894,0.9724697070505454,0.8986770361999834,0.8523555352418868,0.9821826872012746,0.6278680895935613,0.9064631215759489
0.0005,0.0001,8192,dot,1,64,2,4,-0.416227251291275,0.9724393774882374,0.8830054276648199,0.8740541617466737,0.9853071340060189,0.6070689847998648,0.8872384376553798
0.0005,0.0001,8192,dot,1,128,2,4,-0.4091998338699341,0.971072273803022,0.8937038776112542,0.8498115650797541,0.9812061131763734,0.6180017767160362,0.9001041295002773
0.0005,0.0001,8192,dot,1,64,3,4,-0.4008900821208954,0.9726203501094092,0.9008480161117364,0.8766045499316876,0.9876261285183219,0.6208119862568533,0.9080681269688228
0.0005,0.0001,8192,dot,1,128,3,4,-0.3949325978755951,0.9745167760758571,0.8980358263295306,0.8563605539441971,0.9865462913790051,0.6149783991146843,0.9044835090441805
0.0005,0.0001,8192,dot,1,64,4,4,-0.4102931618690491,0.9703210010881392,0.9061901883030342,0.849049563760132,0.9774089809405795,0.6217452327401247,0.9021289081459665
0.0005,0.0001,8192,dot,1,128,4,4,-0.3880283534526825,0.9760802469135803,0.9046224389207415,0.8710371928773416,0.9858609614849657,0.6353509491209424,0.9106507652406525
0.001,0.0001,8192,dot,1,64,2,4,-0.4003397524356842,0.9739130434782609,0.9035746486486866,0.876391279989262,0.991193131527704,0.6271778749547104,0.9107803667834288
0.001,0.0001,8192,dot,1,128,2,4,-0.4136635230647193,0.9688486621563968,0.8920450972476663,0.8329402946436935,0.9777331006752144,0.608350879703002,0.8906371992366736
0.001,0.0001,8192,dot,1,64,3,4,-0.39544734358787537,0.9719236337314513,0.8990342077296244,0.8742419836020473,0.9854841564878739,0.6227494983196482,0.9079374881993889
0.001,0.0001,8192,dot,1,128,3,4,-0.4392605423927307,0.9584871516467608,0.8740871158132715,0.8016207769925241,0.9722295981589663,0.586598944119375,0.8824574082725729
0.001,0.0001,8192,dot,1,64,4,4,-0.41272303462028503,0.9772929128149357,0.8929453233458741,0.8763390486306047,0.9885997521685254,0.6308816027522085,0.8972095377586022
0.001,0.0001,8192,dot,1,128,4,4,-0.442880779504776,0.9569738030713641,0.8803000870226595,0.8100620289016465,0.9695748931542877,0.6003384785635417,0.8860504995190074
0.0001,0.0005,8192,dot,1,64,2,4,-0.4466622471809387,0.9589025784986484,0.8732947735449663,0.8002490634991963,0.9711946488632627,0.591031853765807,0.8775718635584351
0.0001,0.0005,8192,dot,1,128,2,4,-0.4197750389575958,0.9623278985507246,0.8913433844456651,0.8523811498585794,0.9810408921933085,0.6084794461770126,0.8955614536524734
0.0001,0.0005,8192,dot,1,64,3,4,-0.49635884165763855,0.9712549873050418,0.8649951332520522,0.8322394148602327,0.9806779961055053,0.6285096207548612,0.8681440860836094
0.0001,0.0005,8192,dot,1,128,3,4,-0.5208571553230286,0.9665218964893233,0.8604547460535171,0.8117724356837475,0.9762214551248009,0.6168442159417973,0.8759497489607946
0.0001,0.0005,8192,dot,1,64,4,4,-0.5438342690467834,0.9617314358693668,0.8565200853208113,0.7898627424384195,0.9679776867376443,0.6047016782347459,0.8632915139561408
0.0001,0.0005,8192,dot,1,128,4,4,-0.4162294566631317,0.9692303704279751,0.8929740535014669,0.845524459903111,0.9795848822800496,0.6166397082203441,0.8972292091002302
0.0005,0.0005,8192,dot,1,64,2,4,-0.42488202452659607,0.9598981077147016,0.8814652997999307,0.8284253909187526,0.9762536985054244,0.6141027381319267,0.8876317206284865
0.0005,0.0005,8192,dot,1,128,2,4,-0.429808646440506,0.9583970856102003,0.8805168521622857,0.8071398419247596,0.9710397541916393,0.593238188795789,0.8823146666073429
0.0005,0.0005,8192,dot,1,64,3,4,-0.40932759642601013,0.9685636856368564,0.8939166267648425,0.84934879689261,0.9850289558202463,0.6163034151696152,0.8992742402797381
0.0005,0.0005,8192,dot,1,128,3,4,-0.40731120109558105,0.9633333333333334,0.8915903196037863,0.8231656966388777,0.9766418835192069,0.6196009601168396,0.8982231757815005
0.0005,0.0005,8192,dot,1,64,4,4,-0.4012455642223358,0.9727659960123255,0.9077356369677928,0.8556280180549963,0.9834395468224464,0.6318192240014513,0.9118968988416204
0.0005,0.0005,8192,dot,1,128,4,4,-0.46962618827819824,0.9579650845608292,0.8577450497612915,0.7876008263289198,0.969826517967782,0.5804559411881149,0.8646524704182597
0.001,0.0005,8192,dot,1,64,2,4,-0.5154560804367065,0.9408161418747736,0.8302490138532748,0.8151720587195892,0.9757213666135599,0.614883192928569,0.8605333872917534
0.001,0.0005,8192,dot,1,128,2,4,-0.4398276209831238,0.955751811594203,0.8753035106759554,0.8254874440482513,0.9749734466277217,0.6121558593801351,0.8837034037684657
0.001,0.0005,8192,dot,1,64,3,4,-0.3965643048286438,0.975789089582193,0.8981795610560634,0.8770953658367361,0.9897061426801204,0.6239637555429802,0.9125091675515485
0.001,0.0005,8192,dot,1,128,3,4,-0.4507540762424469,0.9608365019011408,0.8777942163373041,0.8161134905691464,0.9653137091267734,0.5974562083840317,0.8803860407429709
0.001,0.0005,8192,dot,1,64,4,4,-0.41663819551467896,0.9655488913122501,0.8905922291422517,0.8511637312354253,0.9845282350858559,0.626030388657978,0.9040923019629832
0.001,0.0005,8192,dot,1,128,4,4,-0.4132469892501831,0.9697797196431821,0.8968645992571913,0.7939658706785632,0.9751194901752522,0.6034893890087332,0.897502251465179
0.0001,0.001,8192,dot,1,64,2,4,-0.4366091191768646,0.9578447339847991,0.8775216460866901,0.8032387067703052,0.9754469817666843,0.6033536317199552,0.8816714076940103
0.0001,0.001,8192,dot,1,128,2,4,-0.4322962760925293,0.9699891363389462,0.8805509737167119,0.8220591469662102,0.9800849707912905,0.6170959110024887,0.887781174775802
0.0001,0.001,8192,dot,1,64,3,4,-0.43258512020111084,0.9654813608396671,0.8894598157767204,0.8565337830871553,0.9832271198442202,0.6151766892305712,0.9042009978500234
0.0001,0.001,8192,dot,1,128,3,4,-0.40584612223837113,0.978189636074356,0.9073123501112355,0.8711615234650285,0.9865551425030978,0.6327255673283834,0.9091853171840125
0.0001,0.001,8192,dot,1,64,4,4,-0.45777180790901184,0.9605286981712838,0.8750732972696716,0.8183863003698373,0.974209088839997,0.6172809056277125,0.8836016001878274
0.0001,0.001,8192,dot,1,128,4,4,-0.3650699853897095,0.9808564688804211,0.9176210124151611,0.8766829647605007,0.9879359178615684,0.6388727364294076,0.9207875453989143
0.0005,0.001,8192,dot,1,64,2,4,-0.4496273398399353,0.9612447603426281,0.8729252717932876,0.8178131230308607,0.9752838681941178,0.5979681984235253,0.8868251380779575
0.0005,0.001,8192,dot,1,128,2,4,-0.4578728973865509,0.9575090579710145,0.8712562266030675,0.8185454098624572,0.9700522216321472,0.59855267060991,0.87627500655287
0.0005,0.001,8192,dot,1,64,3,4,-0.404762327671051,0.9773926491994177,0.8971474262494543,0.8847393843543604,0.9877728042890019,0.6230951379190504,0.8997657591190443
0.0005,0.001,8192,dot,1,128,3,4,-0.41665881872177124,0.9613973246565437,0.8858334550662477,0.8078701304006669,0.974907063197026,0.6002766448933754,0.8919185222984842
0.0005,0.001,8192,dot,1,64,4,4,-0.4194263815879822,0.9696528584333463,0.9025124178316828,0.8661132798280966,0.9859444149406976,0.6211790263885106,0.9087958414513342
0.0005,0.001,8192,dot,1,128,4,4,-0.43705180287361145,0.9614414414414414,0.8819054003032066,0.842211399858771,0.9739953974154717,0.6176747309509577,0.8941208508426952
0.001,0.001,8192,dot,1,64,2,4,-0.42680487036705017,0.964568574023615,0.8814965748538219,0.8531396201603317,0.9783906127506765,0.6152020185644927,0.8936548152669255
0.001,0.001,8192,dot,1,128,2,4,-0.46123093366622925,0.9578999638858794,0.8603977659407951,0.8163640616773914,0.9746288850112536,0.5905779340331844,0.8751993161934367
0.001,0.001,8192,dot,1,64,3,4,-0.3785289227962494,0.9749636495819702,0.9086726308376408,0.8602533626166127,0.9869667197734112,0.6335338948940796,0.910094745576918
0.001,0.001,8192,dot,1,128,3,4,-0.45868489146232605,0.9725853304284675,0.8753836946857722,0.8385061831424019,0.9829969906178084,0.6412432035867132,0.882958181590502
0.001,0.001,8192,dot,1,64,4,4,-0.41218966245651245,0.9667211922937113,0.890958918000728,0.8515895873171497,0.9802796955213313,0.6224732435731098,0.9007367082878056
0.001,0.001,8192,dot,1,128,4,4,-0.4327239990234375,0.9700054288816504,0.887696211481443,0.8182569186286659,0.9675694813241282,0.6082077373891948,0.8845937153979353
0.0001,0.0001,8192,dot,2,64,2,4,-0.4187660680876838,0.969901665676218,0.8830950126103827,0.8384145137331542,0.9813418304124624,0.6057930485552786,0.8808400194579693
0.0001,0.0001,8192,dot,2,128,2,4,-0.4168039560317993,0.9750862851952768,0.8816820106742398,0.8611953426876422,0.9856936330914026,0.6080871529569438,0.8817532594070869
0.0001,0.0001,8192,dot,2,64,3,4,-0.4208833873271942,0.9729506710192237,0.8794913791108009,0.8566937679656745,0.9833377588953797,0.6135049762092573,0.8833118658105261
0.0001,0.0001,8192,dot,2,128,3,4,-0.4193900227546692,0.9764296055012668,0.882914413631589,0.8466707320531005,0.9821877449864703,0.6090868812093138,0.8795975931151099
0.0001,0.0001,8192,dot,2,64,4,4,-0.43788009881973267,0.9700036271309395,0.8814667020237477,0.8578182822075547,0.9830677996105506,0.6226398601531898,0.887200612689355
0.0001,0.0001,8192,dot,2,128,4,4,-0.42392224073410034,0.9727693144722525,0.8819067647040453,0.8676297208426789,0.9854841564878739,0.6193876697757696,0.8854394564916203
0.0005,0.0001,8192,dot,2,64,2,4,-0.4084090292453766,0.9708920187793427,0.8895778939015732,0.8760796131348441,0.9910603646663126,0.627355118432597,0.8954831221802162
0.0005,0.0001,8192,dot,2,128,2,4,-0.3974630534648895,0.974873600577826,0.8965124138406788,0.8806644762566165,0.9903965303593557,0.6302817246569828,0.8993928768549933
0.0005,0.0001,8192,dot,2,64,3,4,-0.40027084946632385,0.9746160794941283,0.8895599773993822,0.8836998120189836,0.9900867410161092,0.6348168536378728,0.8931936277547283
0.0005,0.0001,8192,dot,2,128,3,4,-0.4085629880428314,0.974616648411829,0.8843231504371221,0.884138561621302,0.9896795893078421,0.6385198204188635,0.8953186908252302
0.0005,0.0001,8192,dot,2,64,4,4,-0.4128280282020569,0.9677795874049946,0.8853130680573558,0.8884629812271873,0.9895291201982651,0.6420881750323235,0.8956898079337908
0.0005,0.0001,8192,dot,2,128,4,4,-0.3977546989917755,0.9786039730271552,0.8952132041365737,0.8930533619328096,0.9925208001416179,0.6435575180836584,0.9013119576446466
0.001,0.0001,8192,dot,2,64,2,4,-0.3966890275478363,0.9696304427369192,0.8984749185452513,0.8609441717779477,0.9880952380952381,0.6337697726078935,0.901255452528626
0.001,0.0001,8192,dot,2,128,2,4,-0.4111804962158203,0.9686717474142624,0.8880360141215784,0.8648087603079636,0.9860594795539034,0.6257241118821553,0.8963830810246162
0.001,0.0001,8192,dot,2,64,3,4,-0.3845559060573578,0.9762806637806638,0.9018595338055703,0.8926406985355472,0.9914586652504869,0.6439437044699396,0.9014878560366457
0.001,0.0001,8192,dot,2,128,3,4,-0.39871111512184143,0.972316076294278,0.8932669468157028,0.8837107705535746,0.9866348026199326,0.6327154396228795,0.8977622141286447
0.001,0.0001,8192,dot,2,64,4,4,-0.3979160487651825,0.9773113037197545,0.892830319722943,0.8846643472771991,0.9900614520901297,0.6410825413494002,0.8989564072740415
0.001,0.0001,8192,dot,2,128,4,4,-0.44004422426223755,0.9697210065645515,0.8789613164756499,0.8287908100042991,0.974947525478593,0.6131904347078493,0.8837456236407852
0.0001,0.0005,8192,dot,2,64,2,4,-0.4402262402905358,0.9703503395228652,0.8697810535683657,0.8413807802217255,0.979660116834838,0.6079318861684226,0.877528005846241
0.0001,0.0005,8192,dot,2,128,2,4,-0.43131667375564575,0.9681693989071039,0.8736934723615124,0.8496670350361268,0.9825986900336343,0.6092254739679142,0.8840150076598398
0.0001,0.0005,8192,dot,2,64,3,4,-0.43450573086738586,0.970271002710027,0.8738374826450899,0.8582155158230569,0.9802088865285892,0.6165762029033318,0.8804811232099563
0.0001,0.0005,8192,dot,2,128,3,4,-0.40481048822402954,0.9756906579425664,0.8889470661673291,0.8717669891328945,0.9870950610727562,0.6241689566669979,0.8913127215095711
0.0001,0.0005,8192,dot,2,64,4,4,-0.435724675655365,0.9717683369644153,0.8754021245857058,0.8535455265805769,0.981872897858028,0.6153750555919681,0.8829210428340687
0.0001,0.0005,8192,dot,2,128,4,4,-0.4135233461856842,0.9724369442932318,0.8863403083509969,0.8749310552550065,0.9869003363427155,0.6239444150780946,0.8895934902722771
0.0005,0.0005,8192,dot,2,64,2,4,-0.3955298198593987,0.9735854747255399,0.8971761983519232,0.8868350449338236,0.9891573729863692,0.6271779699019496,0.8958791053952592
0.0005,0.0005,8192,dot,2,128,2,4,-0.4021219313144684,0.9773926491994177,0.8927788418698683,0.8834463288525956,0.9892458842272969,0.6320418637683836,0.8982130480759967
0.0005,0.0005,8192,dot,2,64,3,4,-0.37789008021354675,0.9795281995661606,0.9017872034828519,0.8925448246212982,0.9917241989732696,0.6420946746024183,0.9031221972492122
0.0005,0.0005,8192,dot,2,128,3,4,-0.3901982605457306,0.9784975503538378,0.8977757676154969,0.8912289250844748,0.9890246061249778,0.638012134654209,0.8989182730101923
0.0005,0.0005,8192,dot,2,64,4,4,-0.4084372818470001,0.9741301604470886,0.8894221356375468,0.8917100469012311,0.9916091343600636,0.6461636083235457,0.899508118347153
0.0005,0.0005,8192,dot,2,128,4,4,-0.39701929688453674,0.97323396567299,0.8960242983707462,0.8843828429197521,0.9902991679943353,0.6394687792316115,0.8985997638650656
0.001,0.0005,8192,dot,2,64,2,4,-0.4034503102302551,0.9746775658492278,0.891603074601842,0.8864193928453089,0.9903522747388919,0.6288801667413926,0.899576897551719
0.001,0.0005,8192,dot,2,128,2,4,-0.40385016798973083,0.9729653797353636,0.8913753601360397,0.8878297235307326,0.9909895556735705,0.6421582058141322,0.9044075800247915
0.001,0.0005,8192,dot,2,64,3,4,-0.404710054397583,0.9715771387230964,0.8871189078217566,0.8948176344219892,0.9902637634979642,0.6427728295033089,0.901516068314009
0.001,0.0005,8192,dot,2,128,3,4,-0.415787011384964,0.9692558392178164,0.8843420630872247,0.8733791905857758,0.9866967604885819,0.6306970080562646,0.8948086371339763
0.001,0.0005,8192,dot,2,64,4,4,-0.38918209075927734,0.9782450391407245,0.9004324931859873,0.8921802617633738,0.991635687732342,0.6471810643763314,0.9052673689940798
0.001,0.0005,8192,dot,2,128,4,4,-0.3971794843673706,0.9732295649007828,0.8985111854872422,0.886444101128116,0.9909453000531068,0.6440807090201768,0.9048452609023392
0.0001,0.001,8192,dot,2,64,2,4,-0.43268925696611404,0.963529346923955,0.8764806486320017,0.8255239214081487,0.9845724907063196,0.6116989042130504,0.8819614269130291
0.0001,0.001,8192,dot,2,128,2,4,-0.41528428594271344,0.9721507260387084,0.8869719263269599,0.8595967637523665,0.9859178615684191,0.6176197042305843,0.8881155986127028
0.0001,0.001,8192,dot,2,64,3,4,-0.43737688660621643,0.9647644927536231,0.8742576019624457,0.8491627449673121,0.9800141617985485,0.6156103981486163,0.8893096670799068
0.0001,0.001,8192,dot,2,128,3,4,-0.42379698157310486,0.972061499272198,0.8774916942433237,0.862635987662541,0.9838466985307135,0.6150317796033817,0.8834335277500814
0.0001,0.001,8192,dot,2,64,4,4,-0.4238889217376709,0.9733460907599781,0.8843914595964354,0.8604457691951054,0.9850416002832361,0.6174344180502022,0.8873995544885647
0.0001,0.001,8192,dot,2,128,4,4,-0.42837557196617126,0.9713524738172625,0.8819801328330328,0.8590797132884229,0.9858116480793061,0.6211966693118487,0.8874461994776642
0.0005,0.001,8192,dot,2,64,2,4,-0.39445632696151733,0.973052536231884,0.8978839451212342,0.8818326330540882,0.9913258983890955,0.6302402729941433,0.9000533571834659
0.0005,0.001,8192,dot,2,128,2,4,-0.3958425521850586,0.9779291553133515,0.8969381730598269,0.8856364898451994,0.989024606124978,0.6271553681432603,0.8993537614696732
0.0005,0.001,8192,dot,2,64,3,4,-0.3951949179172516,0.9779379760609358,0.8958816690384726,0.8923279720810257,0.9912373871481678,0.6419069063669371,0.9028969593805555
0.0005,0.001,8192,dot,2,128,3,4,-0.4069218635559082,0.9756577753583741,0.8925138126392359,0.879309903526579,0.988980350504514,0.6485644902464427,0.9053619839178424
0.0005,0.001,8192,dot,2,64,4,4,-0.39883115887641907,0.9759380097879283,0.8957004193696405,0.8864973670337452,0.9905469994689325,0.6425514456294029,0.9000983449116647
0.0005,0.001,8192,dot,2,128,4,4,-0.40051642060279846,0.9729653797353635,0.8909045680069542,0.8833862484951174,0.9901929545052222,0.6333288246821643,0.8988611435441449
0.001,0.001,8192,dot,2,64,2,4,-0.39885976910591125,0.9788677536231885,0.8963200741471913,0.890926754840722,0.9907948309435298,0.6309133395861749,0.8992893886801583
0.001,0.001,8192,dot,2,128,2,4,-0.4011061489582062,0.9781323877068557,0.8939569639161427,0.8784967938180895,0.9865993981235617,0.628734532062559,0.8972950147298989
0.001,0.001,8192,dot,2,64,3,4,-0.39653313159942627,0.9777084463736662,0.8948908754800118,0.8846262488323029,0.9882280049566295,0.6483919164464066,0.906709895204747
0.001,0.001,8192,dot,2,128,3,4,-0.40967538952827454,0.9702594810379243,0.8855726797611022,0.8744179007986762,0.9881394937157019,0.6303266893676692,0.896150322183747
0.001,0.001,8192,dot,2,64,4,4,-0.40792879462242126,0.9784654361201592,0.8889984346356884,0.8883822349834034,0.9907771286953443,0.6428417151638702,0.9034048925834695
0.001,0.001,8192,dot,2,128,4,4,-0.40114280581474304,0.9782687761411166,0.898043404630053,0.8819211575584385,0.9899097185342538,0.6398982241554644,0.9088043795098806
0.0001,0.0001,8192,dot,3,64,2,4,-0.4319409132003784,0.9630185589519651,0.8761542596462684,0.8192361998655148,0.9839794653921048,0.616093311315433,0.8860447537724474
0.0001,0.0001,8192,dot,3,128,2,4,-0.42377200722694397,0.9726778924497556,0.8782331261376773,0.849117205742272,0.9846167463267835,0.6059292971240893,0.8789011680636653
0.0001,0.0001,8192,dot,3,64,3,4,-0.41793835163116455,0.9688701487123684,0.8819456538348752,0.8676301614830557,0.9817401309966366,0.6180824487815966,0.8827401064840192
0.0001,0.0001,8192,dot,3,128,3,4,-0.41316288709640503,0.9677711388738004,0.8845990559593284,0.8660390473985801,0.9835369091874668,0.6156708852943009,0.8862983837427838
0.0001,0.0001,8192,dot,3,64,4,4,-0.41920891404151917,0.9753457059679765,0.8891292823351409,0.8478977931845696,0.9822269428217384,0.6188275127141618,0.8996520209581702
0.0001,0.0001,8192,dot,3,128,4,4,-0.42316359281539917,0.9721312965993816,0.8825889024978139,0.8724312316585285,0.9891573729863692,0.6241901874450984,0.8891458485661912
0.0005,0.0001,8192,dot,3,64,2,4,-0.40393030643463135,0.9732175171914585,0.8927043187596126,0.8618130571263869,0.9882280049566295,0.6295754294084555,0.8971894362772092
0.0005,0.0001,8192,dot,3,128,2,4,-0.3959605511691835,0.977540877840279,0.8978103613966301,0.8860336151427496,0.9890113294388387,0.6290164994679832,0.8985972369737704
0.0005,0.0001,8192,dot,3,64,3,4,-0.39661428332328796,0.9766922094508301,0.8916470808602743,0.8849221292662609,0.9903522747388918,0.6356520066758038,0.8968580315706993
0.0005,0.0001,8192,dot,3,128,3,4,-0.4025792181491852,0.975591985428051,0.8913303270057018,0.8886387068410436,0.9888652858913082,0.6382459796339495,0.8996324891602119
0.0005,0.0001,8192,dot,3,64,4,4,-0.4038246522347132,0.9712772257352202,0.8925790820663626,0.8874953732760424,0.9902858913081962,0.6440898951655596,0.898873993070503
0.0005,0.0001,8192,dot,3,128,4,4,-0.4008496105670929,0.9754153123871434,0.8934385010544719,0.8877976908911588,0.9908390865639937,0.6366321772355138,0.8949997055053133
0.001,0.0001,8192,dot,3,64,2,4,-0.40719980001449585,0.9703834969102145,0.8882231860111862,0.886270220603731,0.990901044432643,0.6319854161961442,0.9007259116358443
0.001,0.0001,8192,dot,3,128,2,4,-0.40532615780830383,0.9766957628659756,0.8897965370208194,0.8892262204662629,0.9895114179500797,0.6360804805483476,0.8994009013352916
0.001,0.0001,8192,dot,3,64,3,4,-0.40095388889312744,0.9763722282806252,0.8875584690263645,0.8969104713661272,0.9903699769870774,0.6433426841306557,0.8988075314417279
0.001,0.0001,8192,dot,3,128,3,4,-0.40968066453933716,0.9726932895696573,0.8878220529289379,0.8738312168742334,0.9880244291024959,0.6257677012964691,0.8936636280970275
0.001,0.0001,8192,dot,3,64,4,4,-0.41068485379219055,0.9750866630176975,0.8878506762062964,0.8934341194298708,0.9930253142149053,0.6410828578401974,0.8998700543454117
0.001,0.0001,8192,dot,3,128,4,4,-0.38213789463043213,0.9785805509943442,0.9053778479110304,0.8891274477572937,0.9915029208709506,0.6424442545122431,0.903637929073083
0.0001,0.0005,8192,dot,3,64,2,4,-0.4362712502479553,0.964935064935065,0.8704426754411364,0.8429113224652258,0.9822977518144803,0.6062948742051079,0.8818368978545719
0.0001,0.0005,8192,dot,3,128,2,4,-0.4165012836456299,0.971784420289855,0.8852088962230344,0.8747491857290052,0.9879624712338467,0.6139810128942119,0.889160598475926
0.0001,0.0005,8192,dot,3,64,3,4,-0.418538361787796,0.9687908496732025,0.8842359332974717,0.854733633039528,0.9836608249247655,0.6209371108934466,0.8904325764276577
0.0001,0.0005,8192,dot,3,128,3,4,-0.4235707223415375,0.9686205016357687,0.8791613305012314,0.875771688039346,0.9862984599044079,0.619245458951922,0.8872939587727406
0.0001,0.0005,8192,dot,3,64,4,4,-0.4454014301300049,0.967819535221496,0.8723865347411212,0.8433926741813094,0.9799130060946312,0.6118730000461012,0.878520957599069
0.0001,0.0005,8192,dot,3,128,4,4,-0.41287240386009216,0.9722071338040921,0.8896993696149399,0.8739629624520756,0.9890865639936273,0.6315743147911665,0.8951306564497606
0.0005,0.0005,8192,dot,3,64,2,4,-0.40447187423706055,0.9732697547683924,0.890915239654206,0.8852575774376092,0.9887325190299168,0.6298959381999815,0.8980675644495888
0.0005,0.0005,8192,dot,3,128,2,4,-0.40153637528419495,0.9755701514322204,0.8944276910231952,0.874883881681545,0.9899539741547178,0.6334209666619268,0.8972928050486981
0.0005,0.0005,8192,dot,3,64,3,4,-0.4109271764755249,0.9741598546775659,0.8854236913520701,0.8804777596864691,0.9896176314391927,0.6319357400883663,0.8974784527958395
0.0005,0.0005,8192,dot,3,128,3,4,-0.39450302720069885,0.9788433515482695,0.8917749736349105,0.8860417832005724,0.9917684545937334,0.6376771363385586,0.8994313146622885
0.0005,0.0005,8192,dot,3,64,4,4,-0.3936961591243744,0.9787447546068235,0.8946972470257257,0.895885281002116,0.9901309966365729,0.6430493072319997,0.8996326157565306
0.0005,0.0005,8192,dot,3,128,4,4,-0.4229832589626312,0.9747007616974974,0.887586376164488,0.8631993824904075,0.9848822800495662,0.6237447640517807,0.8931476215016012
0.001,0.0005,8192,dot,3,64,2,4,-0.40155425667762756,0.9740467068053276,0.8938547882583188,0.8852650049543306,0.9906974685785095,0.6284571293175844,0.8982057328228022
0.001,0.0005,8192,dot,3,128,2,4,-0.4024033546447754,0.9712104689203925,0.894782332719468,0.8703049001508906,0.9894848645778013,0.6310628599088388,0.9007071768192565
0.001,0.0005,8192,dot,3,64,3,4,-0.3965151906013489,0.9723966792997653,0.8903071495997199,0.8928162782517536,0.9907063197026023,0.6375189384136788,0.899590309568539
0.001,0.0005,8192,dot,3,128,3,4,-0.40010973811149597,0.9773460144927536,0.8929901463353346,0.886094041086075,0.9896441848114711,0.6431960942250531,0.9020086028010547
0.001,0.0005,8192,dot,3,64,4,4,-0.39505311846733093,0.9742061331881692,0.8951741426598427,0.8939333973986126,0.9902372101256859,0.6510666650489192,0.9050569385789389
0.001,0.0005,8192,dot,3,128,4,4,-0.39987945556640625,0.9741113529198403,0.8972962134855469,0.8775788382267404,0.9865197380067269,0.6434102390912751,0.9041157568082301
0.0001,0.001,8192,dot,3,64,2,4,-0.4327213168144226,0.9596972992568424,0.8735391134501154,0.8458799992124474,0.980545229244114,0.6027939407629758,0.8770303621907157
0.0001,0.001,8192,dot,3,128,2,4,-0.41565311451752984,0.9706267342260828,0.8874203462121606,0.8417948001723892,0.9835546114356524,0.6168029980505692,0.8908365431230552
0.0001,0.001,8192,dot,3,64,3,4,-0.4345475435256958,0.9651061513336963,0.8761904127575921,0.8237553825179954,0.9736280757656223,0.6074308949034217,0.8781885070343345
