1_Lr,1_Wd,1_batchSize,1_decoder,1_featType,1_hiddenDim,1_numLayers,1_numOfEpoch,1_numOfHeads,2_valLossNeg,2_valMRRRandom,2_valRocAucRandom,3_testMRR2hop,3_testMRRRandom,3_testRocAuc2hop,3_testRocAucRandom
0.0001,0.0001,8192,dot,1,64,2,,2,-0.4669749140739441,0.9585954446854664,0.8627625768824194,0.7387814109534768,0.9640568495056014,0.5740473996009839,0.8662605169999738
0.0001,0.0001,8192,dot,1,128,2,,2,-0.4402291476726532,0.9650244964616222,0.8726432214807962,0.8211889264332174,0.9778766153301469,0.5889999310596729,0.8757481486388901
0.0001,0.0001,8192,dot,1,64,3,,2,-0.4673754870891571,0.9703845452888646,0.8736548233694037,0.7960397733499166,0.9786422375641707,0.5957774289863775,0.8790216028820849
0.0001,0.0001,8192,dot,1,64,2,,2,-0.45132002234458923,0.9623200291598324,0.8755202011728662,0.7890366183648181,0.9730571782616392,0.5984767315203592,0.8808298975068435
0.0001,0.0001,8192,dot,1,128,2,,2,-0.4645059406757355,0.9545450425956136,0.8652948401426299,0.7927317519324955,0.9691411880737426,0.5943553466426019,0.8752617986697369
0.0001,0.0001,8192,dot,1,64,3,,2,-0.4515535235404968,0.9597501357957631,0.877368677873444,0.7969404614386028,0.96954770755886,0.5955305301998555,0.8832959247445191
0.0001,0.0001,8192,dot,1,128,3,,2,-0.44961118698120117,0.9694971965997468,0.8756502456524533,0.7782614284871322,0.9697026022304833,0.5936484759562618,0.879020859128712
0.0001,0.0001,8192,dot,1,64,4,,2,-0.46289777755737305,0.9636124705455863,0.877597306720187,0.8139304240339822,0.9743722024125636,0.600229689167857,0.8781648996980674
0.0001,0.0001,8192,dot,1,128,4,,2,-0.4568769633769989,0.957591480065538,0.8695568051744931,0.7781827896538465,0.9697032344536326,0.5898964027509277,0.8820393498244392
0.0005,0.0001,8192,dot,1,64,2,,2,-0.46454960107803345,0.9506641193595343,0.8572943578164819,0.785462469318019,0.9722428748451052,0.5946310763021362,0.8763224816110143
0.0005,0.0001,8192,dot,1,128,2,,2,-0.4074687063694,0.9749637681159421,0.8965209085126434,0.8640159524785122,0.9852628783855549,0.6149243352935843,0.897513958747479
0.0005,0.0001,8192,dot,1,64,3,,2,-0.40643513202667236,0.9751721014492754,0.88868324796777,0.8723359575457292,0.9868611385074475,0.6140224314693774,0.8927269649517431
0.0005,0.0001,8192,dot,1,128,3,,2,-0.4435048997402191,0.9557678311499272,0.8693863611164604,0.8160154444009993,0.9726854310497433,0.6012336037303148,0.8791697536627545
0.0005,0.0001,8192,dot,1,64,4,,2,-0.36056599020957947,0.9820680866557437,0.9178369902212645,0.8838618718863009,0.9881542455891897,0.6535837551995014,0.9185088159763083
0.0005,0.0001,8192,dot,1,128,4,,2,-0.42826128005981445,0.9624524197933658,0.8813109651706604,0.8356236729577144,0.9766787632029268,0.6146743723007094,0.8855718733638955
0.001,0.0001,8192,dot,1,64,2,,2,-0.42260441184043884,0.9715617082880927,0.8864469011870115,0.851251801835976,0.9828730748805098,0.6080840901891855,0.8906592356277121
0.001,0.0001,8192,dot,1,128,2,,2,-0.41027215123176575,0.9702477844094771,0.8947745782619231,0.8349150583882394,0.9802268186761017,0.6156056090674199,0.8911987416648156
0.001,0.0001,8192,dot,1,64,3,,2,-0.4555017054080963,0.9494293478260869,0.8632822045712495,0.8000425888503425,0.9747123384669854,0.593636181727393,0.8756847195673879
0.001,0.0001,8192,dot,1,128,3,,2,-0.41597405076026917,0.9695842082069627,0.886461897261752,0.8340230239460192,0.9822180916976455,0.6078517902599722,0.8883135151735427
0.001,0.0001,8192,dot,1,64,4,,2,-0.3729827255010605,0.9757397021573685,0.9083009546883238,0.8785932402700856,0.9902593379359179,0.6337292689788504,0.910969198140269
0.001,0.0001,8192,dot,1,128,4,,2,-0.42656320333480835,0.9666124661246613,0.8844193153684888,0.833015924890593,0.9809922110107985,0.6172228597769484,0.897044421632619
0.0001,0.0005,8192,dot,1,64,2,,2,-0.4799093217761428,0.958508296642076,0.8578671769191392,0.8052550280112681,0.9725698044604046,0.5876491967707653,0.8623498353907868
0.0001,0.0005,8192,dot,1,128,2,,2,-0.4619283378124237,0.9564653608995284,0.8671301068661109,0.7850104680826931,0.9715967427863338,0.5942935388671371,0.8756312570788023
0.0001,0.0005,8192,dot,1,64,3,,2,-0.4232664472526974,0.9631483927024983,0.881524726999257,0.8332376436332889,0.974133222062059,0.6010790238706825,0.8856114663625999
0.0001,0.0005,8192,dot,1,128,3,,2,-0.5043157935142517,0.9483026363308054,0.8451559000390363,0.7373515329303965,0.9494208835950736,0.575316943450768,0.8548964488291104
0.0001,0.0005,8192,dot,1,64,4,,2,-0.43035588330692714,0.9712365917830399,0.8895527126225993,0.8528167582402846,0.9814878739599929,0.6238210491233163,0.8973604822898525
0.0001,0.0005,8192,dot,1,128,4,,2,-0.4513903260231018,0.9604347826086955,0.8717389632333994,0.8193202855443961,0.974836254204284,0.6007925090679432,0.8806189420046985
0.0005,0.0005,8192,dot,1,64,2,,2,-0.4364246726036072,0.9610718812239726,0.8752977204665906,0.816321440405349,0.9739127869239393,0.5968268980832796,0.8854517320187603
0.0005,0.0005,8192,dot,1,128,2,,2,-0.42014044523239136,0.9638178189076393,0.8879743146583073,0.8439491897139269,0.9773366967604885,0.6083063760618629,0.8921878243176503
0.0005,0.0005,8192,dot,1,64,3,,2,-0.4010121524333954,0.9762744034707158,0.8938482597038102,0.8754728896523905,0.9865197380067269,0.6155393876839315,0.8987525052008861
0.0005,0.0005,8192,dot,1,128,3,,2,-0.39939647912979126,0.9700382722799344,0.898924773345084,0.870266512858122,0.9841255089396352,0.6280287259361725,0.9084551750732286
0.0005,0.0005,8192,dot,1,64,4,,2,-0.42075759172439575,0.9621533442088092,0.885596774954426,0.8303441690191558,0.9761196671977341,0.609477035239314,0.8868534783902342
0.0005,0.0005,8192,dot,1,128,4,,2,-0.37678179144859314,0.9793607305936074,0.9092099140372284,0.8865119081661833,0.9898262650785221,0.6529084314526493,0.917640841404134
0.001,0.0005,8192,dot,1,64,2,,2,-0.44065526127815247,0.9641612200435729,0.8747643036941544,0.8382292885612057,0.978403257213666,0.5929019245169507,0.8790463711641391
0.001,0.0005,8192,dot,1,128,2,,2,-0.4278032183647156,0.9628553322469672,0.8819793864447086,0.8335679072800687,0.9796158612143742,0.6091032509764914,0.8842304976119488
0.001,0.0005,8192,dot,1,64,3,,2,-0.41782528162002563,0.9696675774134791,0.8818409938504265,0.8472626196603891,0.9840296217619638,0.615813632713909,0.9052518810853503
0.001,0.0005,8192,dot,1,128,3,,2,-0.40258023142814636,0.9675276418343304,0.8949115493410673,0.8465298730301386,0.9824260931138254,0.6300115609196921,0.8986201688899047
0.001,0.0005,8192,dot,1,64,4,,2,-0.42806515097618103,0.9726936551187233,0.881832667910508,0.873244494633236,0.9868295273499733,0.6221320923886469,0.8884025612978728
0.001,0.0005,8192,dot,1,128,4,,2,-0.44512295722961426,0.9642325158946413,0.8793565615866528,0.8388861492552412,0.9784563639582228,0.61264845716534,0.8817370205520118
